montaz baterii umywalkowej podtynkowej razem z podlaczeniem zasilania wody|szt	Łazienka	szt	Montaż baterii umywalkowej podtynkowej razem z podłączeniem zasilania wody
montaz bidetu podtynkowego|szt	Łazienka	szt	Montaż bidetu podtynkowego
montaz blatu do umywalki|kpl	Łazienka	kpl	Montaż blatu do umywalki [stary arkusz]
montaz brodzika z kabina prysznicowa|kpl	Łazienka	kpl	Montaż brodzika z kabiną prysznicową
montaz geberitu|szt	Łazienka	szt	Montaż geberitu
montaz gk na stelazach (wszystkie lazienki co trzeba)|m2	Łazienka	m2	Montaż GK na stelażach (wszystkie łazienki co trzeba) [stary arkusz]
montaz gk pod led|m2	Łazienka	m2	Montaż GK pod LED [stary arkusz]
montaz grzejnika|szt	Łazienka	szt	Montaż grzejnika [stary arkusz]
montaz grzejnika z zaworami|szt	Łazienka	szt	Montaż grzejnika z zaworami
montaz i podlaczenie tasm ledowych|mb	Łazienka	mb	Montaż i podłączenie taśm LED
montaz i podlaczenie transformatora|mb	Łazienka	mb	Montaż i podłączenie transformatora [stary arkusz]
montaz i powieszenie szafek|szt	Łazienka	szt	Montaż i powieszenie szafek [stary arkusz]
montaz kabiny prysznicowej|kpl	Łazienka	kpl	Montaż kabiny prysznicowej [stary arkusz]
montaz kratki wentylacyjnej|kpl	Łazienka	kpl	Montaż kratki wentylacyjnej [stary arkusz]
montaz lamp|szt	Łazienka	szt	Montaż lamp
montaz listew led + tasm ledowych|mb	Łazienka	mb	Montaż listew LED + taśm LED
montaz listwy|mb	Łazienka	mb	Montaż listwy [stary arkusz]
montaz listwy spadkowej|mb	Łazienka	mb	Montaż listwy spadkowej [stary arkusz]
montaz lustra|szt	Łazienka	szt	Montaż lustra
montaz lustra z ledem|szt	Łazienka	szt	Montaż lustra z LED [stary arkusz]
montaz lustra z podswietleniem|szt	Łazienka	szt	Montaż lustra z podświetleniem [stary arkusz]
montaz lustra z szafka+ skrecenie|szt	Łazienka	szt	Montaż lustra z szafką + skręcenie [stary arkusz]
montaz odplywu liniowego z wypoziomowaniem spadku|kpl	Łazienka	kpl	Montaż odpływu liniowego z wypoziomowaniem spadku
montaz odplywu liniowego z wypoziomowaniem spadku - odplyw jednospadkowy|kpl	Łazienka	kpl	Montaż odpływu liniowego z wypoziomowaniem spadku - odpływ jednospadkowy [stary arkusz]
montaz oscieznicy z drzwiami i klamkami|szt	Łazienka	szt	Montaż ościeżnicy z drzwiami i klamkami
montaz parawanu nawannowego|szt	Łazienka	szt	Montaż parawanu nawannowego
montaz profili i plyt gk w zabudowie geberitu|kpl	Łazienka	kpl	Montaż profili i płyt GK w zabudowie geberitu
montaz rewizji na liczniki|kpl	Łazienka	kpl	Montaż rewizji na liczniki
montaz siedziska prysznicowego|kpl	Łazienka	kpl	Montaż siedziska prysznicowego [stary arkusz]
montaz syfonow|kpl	Łazienka	kpl	Montaż syfonów
montaz szafki podumywalkowej|szt	Łazienka	szt	Montaż szafki podumywalkowej [stary arkusz]
montaz szafki podumywalkowej + szafki z lustrem|szt	Łazienka	szt	Montaż szafki podumywalkowej + szafki z lustrem [stary arkusz]
montaz szyby stalej do odplywu liniowego|kpl	Łazienka	kpl	Montaż szyby stałej do odpływu liniowego
montaz umywalki|szt	Łazienka	szt	Montaż umywalki
montaz umywalki od (zalezy od rodzaju)|szt	Łazienka	szt	Montaż umywalki (cena zależy od rodzaju) [stary arkusz]
montaz wanny wolnostojacej / dolegajacej do sciany|kpl	Łazienka	kpl	Montaż wanny wolnostojącej / dolegającej do ściany [stary arkusz]
montaz wanny wolnostojacej z syfonem|kpl	Łazienka	kpl	Montaż wanny wolnostojącej z syfonem
montaz wanny z zabudowa z bloczkow i rewizja|kpl	Łazienka	kpl	Montaż wanny z zabudową z bloczków i rewizją
montaz wanny z zabudowa z bloczkow i rewizja oraz ledem|kpl	Łazienka	kpl	Montaż wanny z zabudową z bloczków i rewizją oraz LED [stary arkusz]
montaz wc kompakt dla niepelnosprawnych|szt	Łazienka	szt	Montaż WC kompakt dla niepełnosprawnych [stary arkusz]
montaz wc podwieszanego|szt	Łazienka	szt	Montaż WC podwieszanego
montaz zabudowy rur|kpl	Łazienka	kpl	Montaż zabudowy rur [stary arkusz]
montaz zaworow|szt	Łazienka	szt	Montaż zaworów
montaz zaworow umywalka x2, pralka|szt	Łazienka	szt	Montaż zaworów umywalka x2, pralka [stary arkusz]
montaz zlicowanego przycisku|kpl	Łazienka	kpl	Montaż zlicowanego przycisku [stary arkusz]
mycie fugi pod prysznicem, bo nie byla umyta po robocie|kpl	Łazienka	kpl	Mycie fugi pod prysznicem, bo nie była umyta po robocie [stary arkusz]
obnizenie sufitu plytami gk - montaz/szpachlowanie|kpl	Łazienka	kpl	Obniżenie sufitu płytami GK - montaż/szpachlowanie [stary arkusz]
podlaczenie pralki|szt	Łazienka	szt	Podłączenie pralki
polozenie folii w plynie (izolacji)|m2	Łazienka	m2	Położenie folii w płynie (izolacji)
ponowny montaz odplywu liniowego|szt	Łazienka	szt	Ponowny montaż odpływu liniowego [stary arkusz]
przedscianka obok umywalki|klp	Łazienka	kpl	Przedścianka obok umywalki [stary arkusz]
przedscianka pod lustro|kpl	Łazienka	kpl	Przedścianka pod lustro [stary arkusz]
przerobka pionu z podlaczenia kuchennego do podlaczenia brodzika|kpl	Łazienka	kpl	Przeróbka pionu z podłączenia kuchennego do podłączenia brodzika [stary arkusz]
przyciski do spluczek podtynkowych publicznych - pytanie czy to maja byc automatyczne?|szt	Łazienka	szt	Przyciski do spłuczek podtynkowych publicznych - pytanie czy to mają być automatyczne? [stary arkusz]
przyciski do spluczek podtynkowych publicznych - pytanie czy to maja byc automatyczne?|kpl	Łazienka	kpl	Przyciski do spłuczek podtynkowych publicznych - pytanie czy to mają być automatyczne? [stary arkusz]
montaz sedesu elektrycznego|szt	Łazienka	szt	Montaż sedesu elektrycznego [stary arkusz]
przyklejenie maty kopensacijnej pod plytki welkofotmatowe|m2	Łazienka	m2	Przyklejenie maty kompensacyjnej pod płytki wielkoformatowe [stary arkusz]
silikonowanie|mb	Łazienka	mb	Silikonowanie
silikonowanie premium|mb	Łazienka	mb	Silikonowanie premium [stary arkusz]
skucie gifu przy oknie|kpl	Łazienka	kpl	Skucie glifu przy oknie [stary arkusz]
skucie kawalka podlogi oraz wylewka samopoziomujaca|m2	Łazienka	m2	Skucie kawałka podłogi oraz wylewka samopoziomująca
skucie posadzki i wylanie na nowo|kpl	Łazienka	kpl	Skucie posadzki i wylanie na nowo [stary arkusz]
sufit gk|~	Łazienka	m2	Sufit GK [stary arkusz]
sufit podwieszany|m2	Łazienka	m2	Sufit podwieszany
sufit podwieszany|klp	Łazienka	kpl	Sufit podwieszany [stary arkusz]
sufit podwieszany z led|kpl	Łazienka	kpl	Sufit podwieszany z LED [stary arkusz]
szacunkowo|kpl	Łazienka	kpl	Szacunkowo [stary arkusz]
szlifowanie krawedzi plytek na 45 stopni|mb	Łazienka	mb	Szlifowanie krawędzi płytek na 45 stopni
szlifowanie krawedzi plytek pod lustro|mb	Łazienka	mb	Szlifowanie krawędzi płytek pod lustro [stary arkusz]
tapetowanie 2m2|kpl	Łazienka	kpl	Tapetowanie 2 m2 [stary arkusz]
tynkowanie/wyrownanie scian pod ukladanie glazury|m2	Łazienka	m2	Tynkowanie/wyrównanie ścian pod układanie glazury
tynkowanie/wyrownanie scian pod ukladanie glazury + wzmocnienia siatka|m2	Łazienka	m2	Tynkowanie/wyrównanie ścian pod układanie glazury + wzmocnienia siatką [stary arkusz]
ukladanie glazury maly format 6,5 x 20 z fugowaniem|m2	Łazienka	m2	Układanie glazury mały format 6,5 x 20 z fugowaniem
ukladanie glazury maly format z fugowaniem|m2	Łazienka	m2	Układanie glazury mały format z fugowaniem [stary arkusz]
ukladanie glazury na glify i male sciany|mb	Łazienka	mb	Układanie glazury na glify i małe ściany [stary arkusz]
ukladanie glazury na podlodze format 120x120|m2	Łazienka	m2	Układanie glazury na podłodze format 120x120 [stary arkusz]
ukladanie glazury na podlodze format duzy 100x100|m2	Łazienka	m2	Układanie glazury na podłodze format duży 100x100 [stary arkusz]
ukladanie glazury na podlodze format mozaika|m2	Łazienka	m2	Układanie glazury na podłodze format mozaika [stary arkusz]
ukladanie glazury na podlodze format standard od 30x30 do 120x60|m2	Łazienka	m2	Układanie glazury na podłodze format standard od 30x30 do 120x60
ukladanie glazury na podlodze format standard od 30x30 do 120x60 (karo)|m2	Łazienka	m2	Układanie glazury na podłodze format standard od 30x30 do 120x60 (karo) [stary arkusz]
ukladanie glazury na podlodze strefa prysznica|kpl	Łazienka	kpl	Układanie glazury na podłodze strefa prysznica [stary arkusz]
ukladanie glazury na scianie format duzy 100x100|m2	Łazienka	m2	Układanie glazury na ścianie format duży 100x100 [stary arkusz]
ukladanie glazury na scianie format duzy 120x120|m2	Łazienka	m2	Układanie glazury na ścianie format duży 120x120
ukladanie glazury na scianie format standard od 30x30 do 120x60|m2	Łazienka	m2	Układanie glazury na ścianie format standard od 30x30 do 120x60
ukladanie glazury na scianie wielki format 120x275|m2	Łazienka	m2	Układanie glazury na ścianie wielki format 120x275 [stary arkusz]
ukladanie glazury wielkoformatowej|m2	Łazienka	m2	Układanie glazury wielkoformatowej [stary arkusz]
ukladanie plytek w glifach, poleczkach itp. do 20 cm|mb	Łazienka	mb	Układanie płytek w glifach, półeczkach itp. do 20 cm
ukladanie plytek w glifach, poleczkach itp. do 20 cm welki format|mb	Łazienka	mb	Układanie płytek w glifach, półeczkach itp. do 20 cm wielki format [stary arkusz]
ukladanie plytek welki format|m2	Łazienka	m2	Układanie płytek wielki format [stary arkusz]
wiercenie otworow w plytkach|szt	Łazienka	szt	Wiercenie otworów w płytkach
wklejanie tasmy hydroizolacyjnej|mb	Łazienka	mb	Wklejanie taśmy hydroizolacyjnej
wklejenie maty kompensacyjnej|m2	Łazienka	m2	Wklejenie maty kompensacyjnej [stary arkusz]
wkucie w sciane dzialowa instalacji wod-kan kazdy punkt/zespol punktow. kompleksowo razem z zaszpachlowaniem|pkt	Łazienka	pkt	Wkucie w ścianę działową instalacji wod-kan każdy punkt/zespół punktów. Kompleksowo razem z zaszpachlowaniem
wkucie w sciane instalacji wod-kan kazdy punkt|pkt	Łazienka	pkt	Wkucie w ścianę instalacji wod-kan każdy punkt [stary arkusz]
wkucie w sciane instalacji wod-kan kazdy punkt/zespol punktow. kompleksowo razem z zaszpachlowaniem|pkt	Łazienka	pkt	Wkucie w ścianę instalacji wod-kan każdy punkt/zespół punktów. Kompleksowo razem z zaszpachlowaniem
wkucie w sciane nosna/zelbet instalacji wod-kan kazdy punkt/zespol punktow. kompleksowo razem z zaszpachlowaniem|kpl	Łazienka	kpl	Wkucie w ścianę nośną/żelbet instalacji wod-kan każdy punkt/zespół punktów. Kompleksowo razem z zaszpachlowaniem
wkucie w sciane nosna/zelbet instalacji wod-kan kazdy punkt/zespol punktow. kompleksowo razem z zaszpachlowaniem|pkt	Łazienka	pkt	Wkucie w ścianę nośną/żelbet instalacji wod-kan każdy punkt/zespół punktów. Kompleksowo razem z zaszpachlowaniem [stary arkusz]
wpiecie sie do pionu kanalizacyjnego w piwnicy|kpl	Łazienka	kpl	Wpięcie się do pionu kanalizacyjnego w piwnicy [stary arkusz]
montaz transformatorow|kpl	Łazienka	kpl	Montaż transformatorów [stary arkusz]
wykonanie izolacji przy uzyciu mineral- nej powloki wodoszczelnej na powierz- chni poziomej od gory przeciw zawilgo- ceniu - pom. lazienki|m2	Łazienka	m2	Wykonanie izolacji przy użyciu mineralnej powłoki wodoszczelnej na powierzchni poziomej od góry przeciw zawilgoceniu - pom. łazienki [stary arkusz]
wykonanie polki z glazury|kpl	Łazienka	kpl	Wykonanie półki z glazury
wykonanie przedscianki celem wydluzenia pionu do wanny|szt	Łazienka	szt	Wykonanie przedścianki celem wydłużenia pionu do wanny [stary arkusz]
wykonanie przedscianki pod prysznicem 2 polki|szt	Łazienka	szt	Wykonanie przedścianki pod prysznicem 2 półki [stary arkusz]
wykonanie przedscianki pod prysznicem cala sciana|szt	Łazienka	szt	Wykonanie przedścianki pod prysznicem cała ściana [stary arkusz]
wykonanie przedscianki pod prysznicem z 1 polka|szt	Łazienka	szt	Wykonanie przedścianki pod prysznicem z 1 półką
wykonanie przedscianki pod prysznicem z 3 polkami|szt	Łazienka	szt	Wykonanie przedścianki pod prysznicem z 3 półkami [stary arkusz]
wykonanie przedscianki prze wanna - stworzenie polki pod baterie wannowa|kpl	Łazienka	kpl	Wykonanie przedścianki przy wannie - stworzenie półki pod baterię wannową [stary arkusz]
wykonanie punktow oswietleniowych|szt	Łazienka	szt	Wykonanie punktów oświetleniowych
wykonanie punktow oswietleniowych/elektrycznych|szt	Łazienka	szt	Wykonanie punktów oświetleniowych/elektrycznych [stary arkusz]
wykonanie scianki pomiedzy wanna i prysznicem|szt	Łazienka	szt	Wykonanie ścianki pomiędzy wanną i prysznicem [stary arkusz]
wykonanie zaoblen przy sufitach i przy plytkach|mb	Łazienka	mb	Wykonanie zaobleń przy sufitach i przy płytkach [stary arkusz]
wylewka w lazience 10cm|m2	Łazienka	m2	Wylewka w łazience 10 cm [stary arkusz]
zabudowa|kpl	Łazienka	kpl	Zabudowa [stary arkusz]
zabudowa pionu z gk|szt	Łazienka	szt	Zabudowa pionu z GK [stary arkusz]
zdzieranie farby|n2	Łazienka	m2	Zdzieranie farby [stary arkusz]
zlozenie i montaz szafki nad geberitem|szt	Łazienka	szt	Złożenie i montaż szafki nad geberitem [stary arkusz]
zlozenie i montaz szafki podumywalkowej|szt	Łazienka	szt	Złożenie i montaż szafki podumywalkowej
zmiana grzejnika z rozkuciem i zmiana rozstawu|kpl	Łazienka	kpl	Zmiana grzejnika z rozkuciem i zmianą rozstawu [stary arkusz]
zmiana kanalizacji - skucie posadzki, wykonanie odpowiedniego spadku i zmiana podlaczenia.|kpl	Łazienka	kpl	Zmiana kanalizacji - skucie posadzki, wykonanie odpowiedniego spadku i zmiana podłączenia [stary arkusz]
zmiana kanalizacji z wanny na odplyw liniowy - skucie posadzki, obnizenie rur w pionie, wykonanie odpowiedniego spadku|kpl	Łazienka	kpl	Zmiana kanalizacji z wanny na odpływ liniowy - skucie posadzki, obniżenie rur w pionie, wykonanie odpowiedniego spadku
dodatek za podciecie wanny|klp	Łazienka	kpl	Dodatek za podcięcie wanny [stary arkusz]
gk na scianie pod led|klp	Łazienka	kpl	GK na ścianie pod LED [stary arkusz]
skucie podlogi i wylanie nizej - prepare floor lower|kpl	Łazienka	kpl	Skucie podłogi i wylanie niżej [stary arkusz]
tynkowanie/wyrownanie scian pod ukladanie glazury - wklejanie gk|m2	Łazienka	m2	Tynkowanie/wyrównanie ścian pod układanie glazury - wklejanie GK [stary arkusz]
ukladanie plytek w glifach, poleczkach itp.|mb	Łazienka	mb	Układanie płytek w glifach, półeczkach itp. [stary arkusz]
wykonanie przedscianki przy wannie z 1 polka|szt	Łazienka	szt	Wykonanie przedścianki przy wannie z 1 półką [stary arkusz]
estimation|kpl	Łazienka	kpl	Wycena [stary arkusz]
polka z plytki|klp	Łazienka	kpl	Półka z płytki [stary arkusz]
sufit podwieszany + led prosty|klp	Łazienka	kpl	Sufit podwieszany + LED prosty [stary arkusz]
wykonanie przedscianki pod prysznicem 2 polka|szt	Łazienka	szt	Wykonanie przedścianki pod prysznicem z 2 półkami [stary arkusz]
montaz grzejnika elektrycznego|szt	Łazienka	szt	Montaż grzejnika elektrycznego [stary arkusz]
montaz kabiny scietej|kpl	Łazienka	kpl	Montaż kabiny ściętej [stary arkusz]
ukladanie glazury na podlodze duzy format 120x120|m2	Łazienka	m2	Układanie glazury na podłodze duży format 120x120 [stary arkusz]
ukladanie glazury na scianie wielki format 120x270|m2	Łazienka	m2	Układanie glazury na ścianie wielki format 120x270 [stary arkusz]
ukladanie plytek w glifach, poleczkach itp. do 20 cm -|mb	Łazienka	mb	Układanie płytek w glifach, półeczkach itp. do 20 cm [stary arkusz]
wykonanie 3 polek z glazury z plytki wielki format|szt	Łazienka	szt	Wykonanie 3 półek z glazury z płytki wielki format [stary arkusz]
wykonanie przedscianki pod prysznicem z wneka na polki + druga przedscianka za szafka z lustrem z miejscem na leda|szt	Łazienka	szt	Wykonanie przedścianki pod prysznicem z wnęką na półki + druga przedścianka za szafką z lustrem z miejscem na LED [stary arkusz]
montaz baterii wannowe wolnostojacej|szt	Łazienka	szt	Montaż baterii wannowej wolnostojącej [stary arkusz]
montaz grzejnika elektrycznego podtynkowego|szt	Łazienka	szt	Montaż grzejnika elektrycznego podtynkowego [stary arkusz]
montaz metaowej polki|szt	Łazienka	szt	Montaż metalowej półki [stary arkusz]
montaz wc podwieszanego + przycisk z plytek|szt	Łazienka	szt	Montaż WC podwieszanego + przycisk z płytek [stary arkusz]
montaz zaworow 1 szt do deski prawdopodobnie|szt	Łazienka	szt	Montaż zaworów 1 szt do deski prawdopodobnie [stary arkusz]
tynkowanie/wyrownanie, montaz plyt gk pod ukladanie glazury - troche wyjdzie w praniu co bedzie do zrobienia po demontazach|m2	Łazienka	m2	Tynkowanie/wyrównanie, montaż płyt GK pod układanie glazury - trochę wyjdzie w praniu co będzie do zrobienia po demontażach [stary arkusz]
ukladanie plytek w glifach, poleczkach itp. paski do 20cm - plytka|mb	Łazienka	mb	Układanie płytek w glifach, półeczkach itp. paski do 20 cm - płytka [stary arkusz]
wklejanie maty kompensacyjnej - w przypadku domu szkieletowego sugeruje po calosci kleic maty natomiast obowiazkowo tam gdzie plyta duzego formatu.|mb	Łazienka	mb	Wklejanie maty kompensacyjnej - w przypadku domu szkieletowego sugeruję kleić maty po całości, natomiast obowiązkowo tam gdzie płyta dużego formatu [stary arkusz]
wklejanie maty kompensacyjnej - w przypadku domu szkieletowego sugeruje po calosci kleic maty natomiast obowiazkowo tam gdzie plyta duzego formatu.|m2	Łazienka	m2	Wklejanie maty kompensacyjnej - w przypadku domu szkieletowego sugeruję kleić maty po całości, natomiast obowiązkowo tam gdzie płyta dużego formatu [stary arkusz]
wklejanie tasmy hydroizolacyjnej|m2	Łazienka	m2	Wklejanie taśmy hydroizolacyjnej [stary arkusz]
wykonanie przedscianek z gk do oswietlenia led|kpl	Łazienka	kpl	Wykonanie przedścianek z GK do oświetlenia LED [stary arkusz]
zbrojenie lazienki siatka el.|m2	Łazienka	m2	Zbrojenie łazienki siatką el. [stary arkusz]
dopasowanie otworow pod montaz drzwi|szt	Montaż stolarki i ślusarki	szt	Dopasowanie otworów pod montaż drzwi [stary arkusz]
dopsaowanie otworu drzwiowego (skucie,tynkowanie,gk itp)|kpl	Montaż stolarki i ślusarki	kpl	Dopasowanie otworu drzwiowego (skucie, tynkowanie, GK itp.) [stary arkusz]
malowanie parapetu|mb	Montaż stolarki i ślusarki	mb	Malowanie parapetu [stary arkusz]
montaz drzwi przesuwnych|kpl	Montaż stolarki i ślusarki	kpl	Montaż drzwi przesuwnych [stary arkusz]
montaz drzwi ukrytych z wykonczeniem i przygotowaniem do malowania/tapety|szt	Montaż stolarki i ślusarki	szt	Montaż drzwi ukrytych z wykończeniem i przygotowaniem do malowania/tapety
montaz drzwi, oscieznic regulowanych, klamek, zamkow|szt	Montaż stolarki i ślusarki	szt	Montaż drzwi, ościeżnic regulowanych, klamek, zamków
montaz drzwi, oscieznic regulowanych, klamek, zamkow - montaz wczesniej zdjetych drzwi|szt	Montaż stolarki i ślusarki	szt	Montaż drzwi, ościeżnic regulowanych, klamek, zamków - montaż wcześniej zdjętych drzwi [stary arkusz]
montaz drzwi, oscieznic stalych, klamek, zamkow|szt	Montaż stolarki i ślusarki	szt	Montaż drzwi, ościeżnic stałych, klamek, zamków
montaz futryn|szt	Montaż stolarki i ślusarki	szt	Montaż futryn [stary arkusz]
montaz kasety drzwi|kpl	Montaż stolarki i ślusarki	kpl	Montaż kasety drzwi [stary arkusz]
montaz kasety pod drzwi przesuwne|szt	Montaż stolarki i ślusarki	szt	Montaż kasety pod drzwi przesuwne [stary arkusz]
montaz klamek okiennych|szt	Montaż stolarki i ślusarki	szt	Montaż klamek okiennych [stary arkusz]
montaz parapetow|mb	Montaż stolarki i ślusarki	mb	Montaż parapetów
montaz parapetow kamiennych|mb	Montaż stolarki i ślusarki	mb	Montaż parapetów kamiennych [stary arkusz]
montaz podwojnych drzwi przesuwnych|kpl	Montaż stolarki i ślusarki	kpl	Montaż podwójnych drzwi przesuwnych [stary arkusz]
montaz progu drzwi wejsciowych|szt	Montaż stolarki i ślusarki	szt	Montaż progu drzwi wejściowych
montaz progu drzwi wejsciowych z podbudowaniem|szt	Montaż stolarki i ślusarki	szt	Montaż progu drzwi wejściowych z podbudowaniem [stary arkusz]
naprawa barierki drewnianej - wycena na miejscu|kpl	Montaż stolarki i ślusarki	kpl	Naprawa barierki drewnianej - wycena na miejscu [stary arkusz]
naprawa drzwi wejsciowych na czas remontu lub do momentu wymiany|kpl	Montaż stolarki i ślusarki	kpl	Naprawa drzwi wejściowych na czas remontu lub do momentu wymiany [stary arkusz]
poszerzanie otworu drzwiowych|szt	Montaż stolarki i ślusarki	szt	Poszerzanie otworu drzwiowego [stary arkusz]
renowacja parapetow|kpl	Montaż stolarki i ślusarki	kpl	Renowacja parapetów [stary arkusz]
silikonowanie parapetow|mb	Montaż stolarki i ślusarki	mb	Silikonowanie parapetów [stary arkusz]
silikonowanie parapetow|kpl	Montaż stolarki i ślusarki	kpl	Silikonowanie parapetów [stary arkusz]
silikonowanie parapetu|mb	Montaż stolarki i ślusarki	mb	Silikonowanie parapetu [stary arkusz]
wstawienie drzwi wejsciowych|kpl	Montaż stolarki i ślusarki	kpl	Wstawienie drzwi wejściowych [stary arkusz]
wykonczenie parapetow z konglomeratu|mb	Montaż stolarki i ślusarki	mb	Wykończenie parapetów z konglomeratu [stary arkusz]
wykonczenie parapetow z konglomeratu, tynk, gladz,|mb	Montaż stolarki i ślusarki	mb	Wykończenie parapetów z konglomeratu, tynk, gładź [stary arkusz]
wymiana uszczelek w oknach - z materialem|mb	Montaż stolarki i ślusarki	mb	Wymiana uszczelek w oknach - z materiałem
zalozenie samozamykaczy|szt	Montaż stolarki i ślusarki	szt	Założenie samozamykaczy [stary arkusz]
zaslepienie otworu w elewacji nad drzwiami|szt	Montaż stolarki i ślusarki	szt	Zaślepienie otworu w elewacji nad drzwiami [stary arkusz]
(z.vii) warstwy wyrownujace i wygladza- jace z zaprawy samopoziomujacej gr. 5-30 mm wykonywane w pomieszczeniach o pow. ponad 8 m2|m2	Podłogi	m2	(z.VII) Warstwy wyrównujące i wygładzające z zaprawy samopoziomującej gr. 5-30 mm wykonywane w pomieszczeniach o pow. ponad 8 m2 [stary arkusz]
3 stopnie z glazury razem z listwami|szt	Podłogi	szt	3 stopnie z glazury razem z listwami [stary arkusz]
akrylowanie listew przypodlogowych|mb	Podłogi	mb	Akrylowanie listew przypodłogowych
cokol docinany z plytek|mb	Podłogi	mb	Cokół docinany z płytek
cokol docinany z plytek wkuwany w sciane|mb	Podłogi	mb	Cokół docinany z płytek wkuwany w ścianę [stary arkusz]
cyklinowanie - cena juz z materialem. ewentualnie dodatkowe koszty moga sie pojawic jezeli trzeba bedzie cos naprawiac itp.|m2	Podłogi	m2	Cyklinowanie - cena już z materiałem. Ewentualnie dodatkowe koszty mogą się pojawić jeżeli trzeba będzie coś naprawiać itp.
cyklinowanie|m2	Podłogi	m2	Cyklinowanie [stary arkusz]
cyklinowanie schodow stopien + podstopien|szt	Podłogi	szt	Cyklinowanie schodów stopień + podstopień [stary arkusz]
dociecie i montaz progu|~	Podłogi	szt	Docięcie i montaż progu
doplata za zbrojenie siatka|m2	Podłogi	m2	Dopłata za zbrojenie siatką [stary arkusz]
frezowanie pod orzewanie podlogowe|m2	Podłogi	m2	Frezowanie pod ogrzewanie podłogowe [stary arkusz]
fugowanie|m2	Podłogi	m2	Fugowanie
gruntowanie podlog|m2	Podłogi	m2	Gruntowanie podłóg
gruntowanie podlog x2 - przed wylewkami i po wylewkach|m2	Podłogi	m2	Gruntowanie podłóg x2 - przed wylewkami i po wylewkach [stary arkusz]
hydroizolacja cementowa podloga garaz|m2	Podłogi	m2	Hydroizolacja cementowa podłoga garaż [stary arkusz]
impregnatowanie trawertynu|m2	Podłogi	m2	Impregnowanie trawertynu [stary arkusz]
klejenie paneli winylowych|m2	Podłogi	m2	Klejenie paneli winylowych
klejenie paneli winylowych jodelka|m2	Podłogi	m2	Klejenie paneli winylowych jodełka [stary arkusz]
klejenie paneli winylowych mijanka|m2	Podłogi	m2	Klejenie paneli winylowych mijanka [stary arkusz]
lista podlogowa miedzy nowa podloga i plytkami w przedpokoju|mb	Podłogi	mb	Listwa podłogowa między nową podłogą i płytkami w przedpokoju [stary arkusz]
malowanie schodow + barierki|kpl	Podłogi	kpl	Malowanie schodów + barierki [stary arkusz]
mikrocement gabinet|m2	Podłogi	m2	Mikrocement gabinet [stary arkusz]
montaz cwiercwalkow z malowaniem|mb	Podłogi	mb	Montaż ćwierćwałków z malowaniem [stary arkusz]
montaz listew aluminiowych w okol kominka|kpl	Podłogi	kpl	Montaż listew aluminiowych wokół kominka [stary arkusz]
montaz listew przypodlogowych pmetalowych|mb	Podłogi	mb	Montaż listew przypodłogowych metalowych [stary arkusz]
montaz listew przypodlogowych poliuretan lub mdf|mb	Podłogi	mb	Montaż listew przypodłogowych poliuretan lub MDF
montaz rozdzielaczy do ogrzewania|szt	Podłogi	szt	Montaż rozdzielaczy do ogrzewania [stary arkusz]
mwklejanie maty kompensacyjnej|m2	Podłogi	m2	Wklejanie maty kompensacyjnej [stary arkusz]
obicie fundamentow deska tarasowa + impregnant|m2	Podłogi	m2	Obicie fundamentów deską tarasową + impregnat [stary arkusz]
obnizenie mocowan okiennych, szpachlowanie,|kpl	Podłogi	kpl	Obniżenie mocowań okiennych, szpachlowanie [stary arkusz]
ogrzewanie podlogowe elektryczne, montaz mat.|m2	Podłogi	m2	Ogrzewanie podłogowe elektryczne, montaż maty [stary arkusz]
ogrzewanie podlogowe elektryczne, ulozenie maty + wylewka samopoziom|m2	Podłogi	m2	Ogrzewanie podłogowe elektryczne, ułożenie maty + wylewka samopoziomująca [stary arkusz]
ogrzewanie podlogowe elektryczne, ulozenie maty + wylewka samopoziomujaca|m2	Podłogi	m2	Ogrzewanie podłogowe elektryczne, ułożenie maty + wylewka samopoziomująca
ogrzewanie podlogowe wodne instalacja rur|m2	Podłogi	m2	Ogrzewanie podłogowe wodne instalacja rur [stary arkusz]
polozenie gresu na podlodze|m2	Podłogi	m2	Położenie gresu na podłodze [stary arkusz]
polozenie gresu na podlodze + kuchnia 120x120|m2	Podłogi	m2	Położenie gresu na podłodze + kuchnia 120x120 [stary arkusz]
polozenie gresu na podlodze + kuchnia i przedpokoj|m2	Podłogi	m2	Położenie gresu na podłodze + kuchnia i przedpokój
polozenie gresu na podlodze + kuchnia i przedpokoj ( karo)|m2	Podłogi	m2	Położenie gresu na podłodze + kuchnia i przedpokój (karo) [stary arkusz]
polozenie gresu na podlodze + kuchnia i przedpokoj 120x120|m2	Podłogi	m2	Położenie gresu na podłodze + kuchnia i przedpokój 120x120 [stary arkusz]
polozenie gresu na podlodze + kuchnia i przedpokoj duzy format|m2	Podłogi	m2	Położenie gresu na podłodze + kuchnia i przedpokój duży format [stary arkusz]
polozenie gresu na podlodze + przedpokoj|180	Podłogi	m2	Położenie gresu na podłodze + przedpokój [stary arkusz]
polozenie gresu na podlodze 120x20 mijanka|m2	Podłogi	m2	Położenie gresu na podłodze 120x20 mijanka [stary arkusz]
polozenie gresu na podlodze garaz gabinet pralnia|m2	Podłogi	m2	Położenie gresu na podłodze garaż, gabinet, pralnia [stary arkusz]
